payment_id,loan_id,payment_date,amount,principal_paid,interest_paid,remaining_balance,status
LPAY00000943,LOAN000075,2024-03-26,1922.95,1314.69,277.67,241433.72,Pending
LPAY00000944,LOAN000075,2024-06-03,1132.71,3347.11,808.14,355623.17,Late
LPAY00000945,LOAN000075,2024-04-05,1540.21,1116.04,140.06,336025.29,Pending
LPAY00000946,LOAN000075,2025-07-02,3157.79,2314.57,670.53,356178.75,Late
LPAY00000947,LOAN000075,2025-06-17,2247.7,3848.84,901.35,240265.22,Returned
LPAY00000948,LOAN000075,2025-04-13,117.21,1149.07,859.43,329607.62,Late
LPAY00000949,LOAN000075,2025-10-31,2881.12,3174.62,311.14,177147.14,Returned
LPAY00000950,LOAN000075,2023-11-27,1496.79,3532.28,205.26,221659.99,Pending
LPAY00000951,LOAN000075,2024-06-23,3384.6,300.8,997.54,395633.42,Pending
LPAY00000952,LOAN000075,2024-12-02,601.22,463.58,872.33,202074.76,Late
LPAY00000953,LOAN000075,2024-10-29,880.26,3934.28,962.01,174192.36,Returned
LPAY00000954,LOAN000075,2024-11-10,4161.1,3360.9,396.29,356495.52,Returned
LPAY00000955,LOAN000076,2025-11-23,336.98,2735.85,822.26,325199.83,Pending
LPAY00000956,LOAN000076,2024-12-31,2946.71,3495.78,88.05,159177.34,Late
LPAY00000957,LOAN000076,2025-11-10,2346.41,3587.57,371.5,393390.74,Late
LPAY00000958,LOAN000076,2024-10-06,2878.05,3404.84,271.99,156569.84,Returned
LPAY00000959,LOAN000076,2025-04-22,1767.01,3822.19,154.09,202271.11,Returned
LPAY00000960,LOAN000076,2025-06-24,1905.88,1924.53,462.65,280342.83,Returned
LPAY00000961,LOAN000076,2025-07-21,4056.05,3553.96,921.13,146217.38,Returned
LPAY00000962,LOAN000076,2025-01-04,4519.72,1637.89,23.5,85838.08,Returned
LPAY00000963,LOAN000077,2024-12-10,2592.89,502.52,124.64,23215.54,Returned
LPAY00000964,LOAN000077,2024-08-10,2896.9,2416.74,619.64,387731.33,Late
LPAY00000965,LOAN000077,2024-04-04,3248.68,3720.3,234.33,114069.72,Returned
LPAY00000966,LOAN000077,2024-03-18,4595.58,2037.81,322.4,138519.66,Pending
LPAY00000967,LOAN000077,2024-06-02,1110.39,2011.71,772.29,178147.73,Late
LPAY00000968,LOAN000077,2025-09-14,2548.75,902.46,702.48,166469.14,Posted
LPAY00000969,LOAN000077,2025-07-28,360.79,1905.62,542.4,170575.27,Returned
LPAY00000970,LOAN000077,2023-12-25,321.09,898.14,749.05,134579.61,Pending
LPAY00000971,LOAN000077,2024-12-22,4661.34,3366.43,782.11,40827.62,Late
LPAY00000972,LOAN000077,2025-01-11,3093.73,3551.75,631.41,255370.26,Returned
LPAY00000973,LOAN000077,2025-08-04,2605.13,1281.39,308.5,315583.16,Returned
LPAY00000974,LOAN000077,2024-11-03,130.47,2115.91,957.47,342455.19,Returned
LPAY00000975,LOAN000078,2024-09-10,4015.78,151.31,853.43,350710.99,Pending
LPAY00000976,LOAN000078,2024-01-16,927.83,1168.26,541.98,172984.61,Pending
LPAY00000977,LOAN000078,2025-06-29,2546.69,3666.81,968.27,57549.89,Returned
LPAY00000978,LOAN000078,2025-04-08,2109.5,3003.75,343.26,174662.68,Returned
LPAY00000979,LOAN000078,2025-03-31,4999.99,270.7,913.8,310640.68,Posted
LPAY00000980,LOAN000078,2024-07-11,4525.7,2016.54,499.87,66073.03,Pending
LPAY00000981,LOAN000078,2024-09-26,1929.96,1812.82,84.43,104278.55,Returned
LPAY00000982,LOAN000078,2024-09-28,1827.91,3216.93,989.93,188366.05,Posted
LPAY00000983,LOAN000078,2024-09-23,1350.23,3596.75,166.22,44899.26,Pending
LPAY00000984,LOAN000078,2025-05-07,1351.45,3664.06,708.47,325972.17,Late
LPAY00000985,LOAN000079,2024-08-21,954.04,2772.06,598.71,35849.83,Returned
LPAY00000986,LOAN000079,2025-02-19,2736.28,3638.13,428.46,121200.0,Posted
LPAY00000987,LOAN000079,2025-10-28,2933.6,3624.1,346.79,258477.73,Posted
LPAY00000988,LOAN000079,2024-04-27,1296.86,2101.54,763.46,196951.75,Posted
LPAY00000989,LOAN000079,2025-04-11,3196.81,3007.46,357.21,305920.94,Returned
LPAY00000990,LOAN000079,2025-11-14,1766.9,3307.64,650.9,334142.3,Posted
LPAY00000991,LOAN000079,2024-05-27,3927.27,392.3,540.21,217692.22,Returned
LPAY00000992,LOAN000079,2025-09-26,2046.85,1640.26,190.93,397739.3,Late
LPAY00000993,LOAN000079,2024-09-23,3732.04,391.51,52.48,78526.07,Returned
LPAY00000994,LOAN000079,2024-11-21,2686.8,890.99,695.78,305822.98,Late
LPAY00000995,LOAN000079,2025-09-28,4053.81,3090.69,106.69,156083.13,Returned
LPAY00000996,LOAN000079,2024-10-04,3216.05,3945.32,106.72,320049.5,Returned
LPAY00000997,LOAN000079,2025-05-02,1706.61,2128.38,201.88,374310.6,Posted
LPAY00000998,LOAN000079,2024-02-18,4063.86,3138.77,934.06,117007.32,Posted
LPAY00000999,LOAN000079,2024-06-14,2853.34,74.06,846.6,191911.07,Late
LPAY00001000,LOAN000079,2023-12-28,2955.1,2850.98,489.95,212449.2,Late
LPAY00001001,LOAN000079,2025-09-30,929.38,3064.61,251.39,184460.51,Pending
LPAY00001002,LOAN000079,2024-05-21,3039.82,3045.17,463.87,275690.95,Late
LPAY00001003,LOAN000079,2024-01-08,1478.26,3460.61,270.51,108226.07,Posted
LPAY00001004,LOAN000079,2024-12-08,4311.77,1778.73,814.24,261149.4,Posted
LPAY00001005,LOAN000079,2024-03-28,3758.38,1323.42,401.85,306786.87,Late
LPAY00001006,LOAN000079,2023-12-29,2281.54,2094.56,831.7,147738.1,Returned
LPAY00001007,LOAN000079,2024-09-15,1218.74,896.33,365.13,56171.33,Posted
LPAY00001008,LOAN000079,2024-09-28,1057.47,1779.55,589.53,92203.26,Posted
LPAY00001009,LOAN000080,2025-03-20,1064.25,3707.67,993.93,224392.82,Late
LPAY00001010,LOAN000080,2024-10-14,2799.48,1037.06,575.4,254113.38,Returned
LPAY00001011,LOAN000080,2025-10-14,3685.03,2549.25,69.36,46681.55,Posted
LPAY00001012,LOAN000080,2023-12-02,1287.85,856.8,995.2,171934.3,Pending
LPAY00001013,LOAN000080,2025-05-02,3661.98,1650.21,132.53,96208.4,Pending
LPAY00001014,LOAN000080,2025-03-23,1911.22,1814.98,776.67,70036.78,Late
LPAY00001015,LOAN000080,2024-07-12,1619.47,558.66,78.17,256333.49,Returned
LPAY00001016,LOAN000080,2025-11-21,1961.48,788.46,615.23,306840.95,Returned
LPAY00001017,LOAN000080,2025-10-20,795.91,1046.55,407.37,319544.96,Late
LPAY00001018,LOAN000080,2025-03-30,4464.2,2718.85,59.61,159921.61,Posted
LPAY00001019,LOAN000080,2024-07-22,245.56,3074.35,676.78,154867.85,Returned
LPAY00001020,LOAN000080,2024-08-04,1599.5,949.91,911.08,393578.53,Pending
LPAY00001021,LOAN000080,2025-02-12,1883.47,2638.16,497.88,29332.64,Posted
LPAY00001022,LOAN000080,2024-11-17,4405.53,2590.33,431.44,99107.97,Posted
LPAY00001023,LOAN000080,2024-10-02,3426.6,370.35,752.85,269374.1,Pending
LPAY00001024,LOAN000081,2025-06-09,1143.96,760.29,31.32,356290.22,Returned
LPAY00001025,LOAN000081,2025-06-13,2193.64,1168.37,236.49,394148.94,Posted
LPAY00001026,LOAN000081,2024-09-29,3013.77,216.86,349.22,83696.34,Late
LPAY00001027,LOAN000081,2025-07-15,315.0,625.92,721.9,138025.27,Posted
LPAY00001028,LOAN000081,2025-02-15,769.51,3576.1,558.93,325678.45,Posted
LPAY00001029,LOAN000081,2024-02-19,476.11,1751.67,722.37,294113.76,Pending
LPAY00001030,LOAN000081,2025-09-10,4085.27,3514.45,791.77,253621.48,Returned
LPAY00001031,LOAN000081,2024-05-09,1796.22,1833.78,202.13,321229.66,Late
LPAY00001032,LOAN000081,2024-10-24,1954.79,3705.53,487.65,372933.5,Returned
LPAY00001033,LOAN000081,2024-05-29,730.66,870.56,992.72,296195.48,Pending
LPAY00001034,LOAN000081,2024-07-28,171.64,3607.4,957.77,318210.9,Late
LPAY00001035,LOAN000081,2024-09-07,4260.09,1111.57,512.5,137323.31,Pending
LPAY00001036,LOAN000081,2024-11-08,3394.65,170.95,272.99,294247.3,Late
LPAY00001037,LOAN000081,2024-12-02,1343.22,2254.12,373.55,205238.08,Returned
LPAY00001038,LOAN000081,2024-02-19,1344.61,435.03,585.59,94129.09,Posted
LPAY00001039,LOAN000081,2024-12-02,3903.11,2759.86,460.69,320641.48,Late
LPAY00001040,LOAN000081,2024-06-18,2991.32,967.94,878.4,208893.65,Returned
LPAY00001041,LOAN000081,2025-10-04,4560.65,163.19,718.34,147677.66,Pending
LPAY00001042,LOAN000081,2024-04-15,1223.75,2827.46,594.04,348428.35,Returned
LPAY00001043,LOAN000081,2024-08-18,3836.86,3822.23,785.66,382790.47,Late
LPAY00001044,LOAN000081,2025-05-22,2447.5,2380.42,247.27,392158.0,Late
LPAY00001045,LOAN000081,2025-01-29,3709.35,3429.31,878.72,234328.27,Late
LPAY00001046,LOAN000082,2025-05-06,3441.27,904.03,766.27,258494.63,Posted
LPAY00001047,LOAN000082,2024-11-13,1163.78,3596.73,238.99,178043.12,Posted
LPAY00001048,LOAN000082,2023-12-19,1997.54,2036.05,265.1,326066.7,Returned
LPAY00001049,LOAN000082,2024-01-26,3359.74,3933.02,71.2,252446.53,Late
LPAY00001050,LOAN000082,2025-03-12,1805.33,567.98,179.81,206352.95,Late
LPAY00001051,LOAN000082,2024-04-08,627.0,2208.18,562.85,104299.79,Pending
LPAY00001052,LOAN000082,2025-08-16,3289.03,2313.69,106.79,285165.94,Late
LPAY00001053,LOAN000082,2024-06-08,4455.21,1585.94,525.35,323218.99,Late
LPAY00001054,LOAN000082,2024-10-30,421.04,3736.94,847.15,154284.58,Returned
LPAY00001055,LOAN000082,2025-09-20,1374.49,2664.54,901.36,270577.55,Late
LPAY00001056,LOAN000082,2024-01-07,3612.3,168.14,407.15,78415.39,Pending
LPAY00001057,LOAN000082,2024-09-28,4531.33,3383.32,428.63,372825.57,Posted
LPAY00001058,LOAN000082,2025-05-23,4700.57,1393.47,756.0,273619.27,Returned
LPAY00001059,LOAN000082,2024-05-17,3709.78,1381.16,240.39,192740.24,Returned
LPAY00001060,LOAN000082,2024-09-20,2016.34,3610.99,432.26,311786.45,Pending
LPAY00001061,LOAN000082,2025-06-28,4340.47,489.28,679.58,67390.97,Late
LPAY00001062,LOAN000082,2024-04-27,2204.54,1463.88,281.98,244894.8,Late
LPAY00001063,LOAN000082,2025-02-25,3477.8,450.1,681.6,27464.09,Returned
LPAY00001064,LOAN000082,2024-06-16,1096.88,676.78,744.53,376744.31,Posted
LPAY00001065,LOAN000082,2024-06-18,804.61,916.89,118.51,150111.91,Returned
LPAY00001066,LOAN000082,2025-11-12,4875.34,829.46,693.3,204327.26,Late
LPAY00001067,LOAN000083,2023-11-29,4967.44,651.74,495.83,384148.94,Pending
LPAY00001068,LOAN000083,2025-02-17,1031.56,3643.74,494.54,126938.06,Posted
LPAY00001069,LOAN000083,2025-08-10,2187.47,1408.54,396.65,298066.64,Returned
LPAY00001070,LOAN000083,2025-09-18,2567.3,328.51,275.72,362952.77,Returned
LPAY00001071,LOAN000083,2024-08-28,2381.97,520.85,210.53,275465.25,Pending
LPAY00001072,LOAN000083,2024-06-05,347.22,3186.66,150.9,294547.9,Returned
LPAY00001073,LOAN000083,2024-06-18,3779.88,3527.92,120.18,207868.79,Posted
LPAY00001074,LOAN000083,2024-04-23,907.22,960.52,717.77,309368.85,Late
LPAY00001075,LOAN000083,2025-10-17,4202.98,1763.11,716.34,19133.33,Pending
LPAY00001076,LOAN000083,2024-12-18,3342.29,3595.38,546.76,227061.88,Late
LPAY00001077,LOAN000083,2024-02-13,3235.98,1530.08,312.33,340652.06,Late
LPAY00001078,LOAN000083,2024-05-11,1521.88,3396.5,306.55,304773.2,Late
LPAY00001079,LOAN000083,2024-03-02,978.02,2006.68,926.8,268223.05,Returned
LPAY00001080,LOAN000083,2024-08-18,1647.58,3012.67,415.24,224657.87,Posted
LPAY00001081,LOAN000083,2025-01-08,4850.2,3996.83,220.41,237083.49,Pending
LPAY00001082,LOAN000084,2025-01-13,4100.1,3940.87,996.18,80760.66,Pending
LPAY00001083,LOAN000084,2024-07-11,1098.22,3221.74,964.04,263854.24,Posted
LPAY00001084,LOAN000084,2024-06-09,573.68,2560.71,317.04,225251.58,Posted
LPAY00001085,LOAN000084,2025-06-27,217.09,1221.74,798.28,94220.72,Posted
LPAY00001086,LOAN000084,2024-04-17,4777.23,417.63,481.74,267545.17,Returned
LPAY00001087,LOAN000084,2025-03-05,3553.2,2860.52,828.72,66106.06,Returned
LPAY00001088,LOAN000084,2025-09-03,4047.75,99.78,962.01,60131.66,Returned
LPAY00001089,LOAN000084,2025-10-26,274.39,2320.76,382.9,395769.07,Returned
LPAY00001090,LOAN000084,2024-11-07,845.73,3967.38,632.03,314483.83,Pending
LPAY00001091,LOAN000084,2024-11-27,2086.93,1047.08,226.71,166523.21,Pending
LPAY00001092,LOAN000084,2024-03-09,4767.42,2906.5,918.7,170113.07,Late
LPAY00001093,LOAN000084,2025-03-02,1898.71,1687.49,646.34,255304.38,Returned
LPAY00001094,LOAN000084,2025-09-29,4619.41,1789.51,57.5,19753.06,Posted
LPAY00001095,LOAN000084,2024-04-23,4538.94,3902.24,921.89,388687.52,Late
LPAY00001096,LOAN000084,2024-07-16,3906.82,1445.52,909.41,352278.17,Pending
LPAY00001097,LOAN000084,2024-12-08,3898.61,1839.78,262.36,83141.82,Posted
LPAY00001098,LOAN000084,2025-08-10,2430.31,3093.31,844.2,275774.38,Late
LPAY00001099,LOAN000084,2023-12-11,3248.18,2490.14,691.24,287417.74,Returned
LPAY00001100,LOAN000084,2024-05-13,496.31,2262.96,803.7,366498.27,Posted
LPAY00001101,LOAN000084,2024-11-20,2794.29,3164.24,533.2,361322.7,Pending
LPAY00001102,LOAN000084,2025-03-27,3049.92,1892.67,274.65,201879.21,Returned
LPAY00001103,LOAN000084,2025-09-15,2917.84,1933.44,351.24,161514.72,Pending
LPAY00001104,LOAN000085,2025-11-14,4769.1,3322.54,265.78,195384.15,Posted
LPAY00001105,LOAN000085,2024-04-18,3799.44,226.01,659.1,358403.11,Late
LPAY00001106,LOAN000085,2024-03-28,288.41,267.54,902.19,368655.1,Returned
LPAY00001107,LOAN000085,2025-09-20,4638.6,1245.23,848.27,236039.1,Posted
LPAY00001108,LOAN000086,2024-08-10,3203.62,734.69,476.15,385963.41,Pending
LPAY00001109,LOAN000086,2024-08-24,4928.46,1723.03,902.33,45154.46,Late
LPAY00001110,LOAN000086,2024-07-28,120.23,416.65,154.17,274478.34,Late
LPAY00001111,LOAN000086,2024-10-03,4529.25,2821.57,982.03,399274.02,Pending
LPAY00001112,LOAN000086,2024-10-07,1999.75,691.36,241.48,54476.33,Posted
LPAY00001113,LOAN000087,2025-01-31,793.19,451.82,718.2,327859.91,Returned
LPAY00001114,LOAN000087,2025-04-03,252.55,2834.17,505.52,399846.04,Posted
LPAY00001115,LOAN000087,2025-09-01,2799.8,848.42,592.2,275349.87,Late
LPAY00001116,LOAN000087,2025-05-11,1887.11,322.57,742.64,370538.76,Pending
LPAY00001117,LOAN000087,2024-01-04,2198.52,2016.59,887.81,113462.57,Pending
LPAY00001118,LOAN000087,2025-01-23,1723.24,2497.64,133.32,208766.71,Posted
LPAY00001119,LOAN000087,2025-04-16,1145.43,525.76,496.66,79877.3,Pending
LPAY00001120,LOAN000087,2024-05-06,2642.1,2590.21,232.8,74052.62,Returned
LPAY00001121,LOAN000088,2025-01-14,554.11,853.55,534.56,20770.05,Late
LPAY00001122,LOAN000088,2025-02-04,4048.38,156.19,927.17,275986.69,Returned
LPAY00001123,LOAN000088,2024-12-28,1824.24,772.43,980.37,368465.64,Returned
LPAY00001124,LOAN000088,2024-02-28,298.76,1933.41,798.58,64100.12,Late
LPAY00001125,LOAN000088,2024-04-05,3108.89,513.3,677.72,6026.76,Returned
LPAY00001126,LOAN000088,2025-08-15,2412.67,2226.44,519.07,168861.94,Late
LPAY00001127,LOAN000088,2025-04-29,3473.48,3665.12,10.54,333596.75,Late
LPAY00001128,LOAN000088,2025-01-16,1775.0,2446.11,148.3,344754.51,Pending
LPAY00001129,LOAN000088,2024-08-03,1151.61,870.17,903.73,339741.53,Late
LPAY00001130,LOAN000088,2025-05-02,2309.99,1060.03,281.24,379792.9,Posted
LPAY00001131,LOAN000088,2025-06-09,4595.37,1541.79,595.66,374344.87,Late
LPAY00001132,LOAN000089,2024-02-10,4493.7,1694.54,170.57,350197.17,Posted
LPAY00001133,LOAN000089,2024-04-09,572.35,617.98,352.46,322822.51,Late
LPAY00001134,LOAN000089,2025-03-27,4331.79,2990.64,60.6,240999.99,Posted
LPAY00001135,LOAN000089,2024-06-21,4621.59,1450.8,512.51,314010.6,Returned
LPAY00001136,LOAN000089,2025-11-01,4700.85,2670.83,44.77,82923.36,Returned
LPAY00001137,LOAN000089,2025-02-21,2816.75,1598.46,504.76,324328.64,Returned
LPAY00001138,LOAN000089,2025-04-10,4535.17,1551.97,135.09,159679.92,Posted
LPAY00001139,LOAN000089,2024-12-20,3628.74,2307.3,603.75,98218.14,Posted
LPAY00001140,LOAN000089,2025-01-26,3369.35,3118.35,613.03,394633.65,Late
LPAY00001141,LOAN000089,2025-10-16,4006.87,3955.12,334.82,42259.42,Late
LPAY00001142,LOAN000089,2024-03-14,162.53,3057.34,250.1,132708.36,Pending
LPAY00001143,LOAN000089,2024-08-08,4891.18,3569.49,84.67,263060.99,Posted
LPAY00001144,LOAN000089,2025-09-25,4944.15,2416.87,490.6,42853.94,Late
LPAY00001145,LOAN000089,2025-03-18,2260.09,2246.48,105.12,193688.07,Late
LPAY00001146,LOAN000089,2025-11-17,2834.17,2253.21,318.36,231399.61,Late
LPAY00001147,LOAN000089,2024-01-21,1139.84,3145.16,722.1,145653.26,Late
LPAY00001148,LOAN000089,2024-12-28,4727.92,3004.28,426.85,86609.37,Pending
LPAY00001149,LOAN000089,2023-12-18,3240.86,2138.45,524.35,94724.93,Returned
LPAY00001150,LOAN000089,2025-11-22,298.61,1847.72,849.97,340205.51,Returned
LPAY00001151,LOAN000089,2024-05-08,3946.7,3088.97,690.42,284445.17,Returned
LPAY00001152,LOAN000089,2024-11-27,2498.76,429.15,677.34,217215.86,Returned
LPAY00001153,LOAN000090,2024-02-13,3892.53,813.85,689.98,137051.68,Late
LPAY00001154,LOAN000090,2024-07-27,4161.2,1657.07,653.72,152438.73,Late
LPAY00001155,LOAN000090,2025-08-13,3742.07,826.32,16.52,293228.85,Pending
LPAY00001156,LOAN000090,2025-06-12,904.08,1660.8,407.82,9585.57,Returned
LPAY00001157,LOAN000090,2024-07-12,942.72,3892.07,247.99,312318.0,Late
LPAY00001158,LOAN000090,2025-08-31,3645.47,164.42,858.68,280880.11,Pending
LPAY00001159,LOAN000091,2024-10-07,1086.11,3016.19,690.29,71479.85,Late
LPAY00001160,LOAN000091,2024-03-23,4373.26,2959.79,834.97,306615.97,Posted
LPAY00001161,LOAN000091,2025-04-01,465.19,473.84,891.23,68733.94,Returned
LPAY00001162,LOAN000091,2025-01-05,3247.49,2128.46,703.15,177222.85,Pending
LPAY00001163,LOAN000091,2024-04-07,4789.59,2601.61,351.5,212966.96,Returned
LPAY00001164,LOAN000091,2025-03-29,4897.52,2148.3,136.17,7922.85,Pending
LPAY00001165,LOAN000091,2025-06-24,4225.56,596.64,58.14,28322.02,Posted
LPAY00001166,LOAN000091,2024-05-20,3229.56,3559.85,918.66,98528.38,Posted
LPAY00001167,LOAN000091,2024-07-20,1141.02,2128.82,826.55,225023.58,Posted
LPAY00001168,LOAN000091,2025-09-06,3185.31,707.51,144.84,250592.6,Returned
LPAY00001169,LOAN000091,2024-11-30,4726.7,3801.51,104.19,31895.91,Returned
LPAY00001170,LOAN000091,2024-02-08,1436.49,754.97,864.97,290440.33,Posted
LPAY00001171,LOAN000091,2025-10-19,2986.51,2327.67,76.17,251825.76,Returned
LPAY00001172,LOAN000091,2025-07-27,1675.64,161.11,805.46,251483.05,Posted
LPAY00001173,LOAN000091,2023-12-14,409.75,3514.1,943.12,129811.34,Late
LPAY00001174,LOAN000091,2025-08-06,911.16,688.32,855.23,24779.36,Posted
LPAY00001175,LOAN000091,2025-07-30,4883.98,3626.23,461.06,306273.21,Late
LPAY00001176,LOAN000091,2025-09-23,4943.9,767.73,472.85,17577.26,Posted
LPAY00001177,LOAN000091,2024-03-30,2476.59,2252.98,444.44,236166.51,Late
LPAY00001178,LOAN000091,2024-03-14,4776.65,1996.77,894.57,43880.62,Posted
LPAY00001179,LOAN000092,2025-02-14,1912.38,1246.82,263.26,282000.74,Posted
LPAY00001180,LOAN000092,2024-07-05,1658.5,1667.69,51.71,140387.25,Pending
LPAY00001181,LOAN000093,2024-05-20,3641.68,1390.28,600.19,326801.76,Returned
LPAY00001182,LOAN000093,2024-12-15,4391.87,3844.12,747.59,121169.16,Returned
LPAY00001183,LOAN000093,2024-03-05,4904.7,2986.01,360.42,306247.42,Pending
LPAY00001184,LOAN000093,2024-01-17,3633.25,1932.07,23.37,309644.61,Posted
LPAY00001185,LOAN000093,2024-07-16,2798.21,1456.4,427.5,367576.08,Returned
LPAY00001186,LOAN000093,2025-02-20,4233.41,3942.94,936.24,268118.27,Late
LPAY00001187,LOAN000093,2024-06-23,2807.89,446.41,377.39,180632.36,Posted
LPAY00001188,LOAN000093,2024-07-29,4910.55,1797.91,456.8,189470.47,Returned
LPAY00001189,LOAN000093,2025-07-12,4933.48,1874.45,67.77,324850.2,Returned
LPAY00001190,LOAN000093,2025-08-10,4733.0,1175.99,780.34,14166.12,Posted
LPAY00001191,LOAN000094,2025-04-26,4612.97,2948.75,241.68,156819.6,Pending
LPAY00001192,LOAN000094,2024-06-29,420.94,2509.25,959.06,215008.58,Posted
LPAY00001193,LOAN000094,2024-08-02,4662.19,2624.7,565.68,356093.36,Returned
LPAY00001194,LOAN000094,2024-03-14,103.3,3294.9,324.44,104985.24,Returned
LPAY00001195,LOAN000094,2024-12-23,1641.91,2998.52,304.58,210432.45,Late
LPAY00001196,LOAN000094,2025-01-21,4639.59,986.06,594.82,113002.37,Pending
LPAY00001197,LOAN000094,2024-10-10,2054.39,1685.55,224.51,357636.23,Posted
LPAY00001198,LOAN000094,2024-04-03,4826.06,2113.11,717.43,92069.14,Pending
LPAY00001199,LOAN000094,2025-05-14,1468.56,2817.3,619.55,122395.81,Posted
LPAY00001200,LOAN000094,2025-01-01,4588.36,3611.99,578.09,337869.59,Pending
LPAY00001201,LOAN000094,2024-08-07,2359.64,3974.77,459.33,76894.83,Returned
LPAY00001202,LOAN000094,2025-07-26,4594.93,1599.51,67.86,82806.44,Posted
LPAY00001203,LOAN000094,2025-03-20,4127.87,3948.36,786.22,250624.54,Returned
LPAY00001204,LOAN000094,2025-09-15,4024.01,2186.78,661.85,314372.05,Pending
LPAY00001205,LOAN000094,2024-04-17,4283.99,280.81,66.94,311839.33,Returned
LPAY00001206,LOAN000094,2025-07-02,4113.96,2239.16,58.16,316748.32,Posted
LPAY00001207,LOAN000095,2025-05-16,3203.64,152.51,997.15,109482.26,Returned
LPAY00001208,LOAN000095,2024-01-11,2034.66,1370.4,915.58,1744.75,Posted
LPAY00001209,LOAN000095,2025-05-21,4090.97,2976.8,736.79,344798.91,Returned
LPAY00001210,LOAN000095,2025-05-05,2354.32,2256.86,35.3,263917.81,Late
LPAY00001211,LOAN000095,2025-07-29,2949.37,734.76,275.55,49142.62,Posted
LPAY00001212,LOAN000095,2024-07-04,2294.17,589.9,945.72,228463.66,Returned
LPAY00001213,LOAN000095,2025-04-03,257.64,3391.16,335.36,90512.06,Pending
LPAY00001214,LOAN000095,2025-09-27,667.88,2384.17,336.41,339326.8,Returned
LPAY00001215,LOAN000095,2025-02-08,2295.71,1070.58,378.99,310845.87,Posted
LPAY00001216,LOAN000095,2025-06-02,1100.37,1031.37,455.3,366049.37,Late
LPAY00001217,LOAN000095,2023-11-28,1426.39,1979.56,856.5,365253.13,Late
LPAY00001218,LOAN000095,2025-10-01,1169.4,1920.02,330.24,294954.32,Posted
LPAY00001219,LOAN000095,2025-11-13,2472.63,2241.23,229.39,204747.23,Returned
LPAY00001220,LOAN000095,2024-05-22,809.2,268.13,151.65,58638.98,Posted
LPAY00001221,LOAN000096,2025-06-30,2082.19,3431.84,57.53,264079.28,Returned
LPAY00001222,LOAN000096,2023-12-23,2411.93,1491.52,812.52,125901.53,Returned
LPAY00001223,LOAN000096,2025-08-09,3677.06,2046.96,886.27,314313.48,Returned
LPAY00001224,LOAN000096,2025-07-02,1900.18,3237.61,441.86,238522.59,Pending
LPAY00001225,LOAN000096,2024-09-16,1779.35,3164.12,453.81,287252.4,Late
LPAY00001226,LOAN000096,2024-03-30,3511.88,3413.83,662.28,48658.09,Late
LPAY00001227,LOAN000096,2025-08-05,639.46,3512.4,996.69,223539.61,Returned
LPAY00001228,LOAN000096,2024-06-17,1070.01,3984.03,336.67,183962.42,Posted
LPAY00001229,LOAN000096,2024-03-28,3474.63,2785.17,415.75,287958.93,Returned
LPAY00001230,LOAN000096,2024-09-30,1866.44,3910.36,94.91,313243.61,Pending
LPAY00001231,LOAN000096,2024-08-04,4186.86,3911.74,426.74,260377.91,Returned
LPAY00001232,LOAN000097,2025-07-11,4765.09,1398.16,64.77,180847.4,Late
LPAY00001233,LOAN000097,2024-04-15,1059.04,510.96,673.38,382708.57,Pending
LPAY00001234,LOAN000097,2024-09-20,1403.59,280.29,551.42,79691.31,Late
LPAY00001235,LOAN000098,2025-04-25,1445.46,773.2,522.3,134619.8,Late
LPAY00001236,LOAN000098,2024-03-26,3012.37,385.37,516.11,181563.67,Returned
LPAY00001237,LOAN000098,2025-01-06,4163.56,1542.74,685.2,126065.46,Posted
LPAY00001238,LOAN000098,2025-05-08,4157.88,2054.83,543.58,304532.79,Pending
LPAY00001239,LOAN000098,2025-06-11,398.89,1897.37,733.24,221864.54,Returned
LPAY00001240,LOAN000098,2024-12-22,4451.18,971.67,13.31,49887.56,Returned
LPAY00001241,LOAN000098,2024-03-24,2967.05,2123.9,464.44,55422.03,Late
LPAY00001242,LOAN000098,2024-04-17,4609.07,1659.55,953.65,312010.25,Pending
LPAY00001243,LOAN000098,2025-01-10,4097.71,2003.03,647.17,153247.7,Posted
LPAY00001244,LOAN000098,2025-04-10,599.11,2868.87,537.9,171666.14,Late
LPAY00001245,LOAN000099,2025-05-05,488.75,537.0,320.89,197484.96,Pending
LPAY00001246,LOAN000099,2024-10-20,1744.46,762.38,461.43,277044.47,Returned
LPAY00001247,LOAN000099,2024-05-30,1373.48,1721.49,867.5,175069.88,Returned
LPAY00001248,LOAN000099,2024-11-14,2754.5,178.39,191.78,285839.52,Posted
LPAY00001249,LOAN000099,2024-02-02,404.62,3310.91,274.36,376603.7,Pending
LPAY00001250,LOAN000099,2024-09-15,1567.06,1689.29,976.29,64674.83,Posted
LPAY00001251,LOAN000099,2023-12-05,892.82,2452.27,731.47,178853.19,Late
LPAY00001252,LOAN000099,2025-09-08,1675.36,1923.08,868.31,297170.65,Pending
LPAY00001253,LOAN000099,2025-07-22,3424.41,3833.39,976.54,278495.73,Posted
LPAY00001254,LOAN000099,2025-03-15,2955.01,1545.08,918.35,321267.43,Posted
LPAY00001255,LOAN000099,2025-06-04,3958.74,2031.71,580.99,173775.32,Pending
LPAY00001256,LOAN000099,2025-05-25,3894.04,2006.56,953.7,308274.93,Posted
LPAY00001257,LOAN000100,2024-11-14,235.79,2585.02,235.23,163312.46,Late
